Word,Frequency,NonStopWord,Probability
stage,4,True,0.00029
raises,6,True,0.00044
requiring,2,True,0.00015
considerable,3,True,0.00022
preliminary,3,True,0.00022
_practical_,1,True,7e-05
_theoretical_,1,True,7e-05
persons,1,True,7e-05
desirous,1,True,7e-05
suspect,2,True,0.00015
desire,10,True,0.00073
satisfying,1,True,7e-05
thwarting,1,True,7e-05
applicable,12,True,0.00087
_true_,6,True,0.00044
convictions,3,True,0.00022
_judgements_,1,True,7e-05
_that_,1,True,7e-05
_truths_,3,True,0.00022
_things_,2,True,0.00015
_acquaintance_,5,True,0.00036
_savoir_,1,True,7e-05
_connaître_,1,True,7e-05
french,2,True,0.00015
_wissen_,1,True,7e-05
_kennen_,1,True,7e-05
german,8,True,0.00058
palpable,1,True,7e-05
falsehood,28,True,0.00203
honour,1,True,7e-05
emperor,2,True,0.00015
china,2,True,0.00015
retort,1,True,7e-05
demands,3,True,0.00022
elucidation,1,True,7e-05
conversely,2,True,0.00015
judgement,40,True,0.0029
_description_,3,True,0.00022
virtue,5,True,0.00036
deal,6,True,0.00044
subjects,3,True,0.00022
chapters,5,True,0.00036
truths,49,True,0.00356
exclusively,6,True,0.00044
distinguish,7,True,0.00051
simpler,3,True,0.00022
rash,2,True,0.00015
source,8,True,0.00058
intermediary,1,True,7e-05
process,9,True,0.00065
presence,1,True,7e-05
conscious,3,True,0.00022
shade,5,True,0.00036
statements,6,True,0.00044
theoretically,6,True,0.00044
describes,1,True,7e-05
connecting,1,True,7e-05
foundation,27,True,0.00196
supply,3,True,0.00022
obvious,10,True,0.00073
striking,1,True,7e-05
restricted,1,True,7e-05
abstract,10,True,0.00073
universals,59,True,0.00428
tolerably,1,True,7e-05
adequate,2,True,0.00015
extension,3,True,0.00022
_memory_,2,True,0.00015
remember,3,True,0.00022
heard,4,True,0.00029
spite,11,True,0.0008
memory,23,True,0.00167
_introspection_,1,True,7e-05
food,9,True,0.00065
desiring,1,True,7e-05
feeling,5,True,0.00036
pleasure,2,True,0.00015
unable,3,True,0.00022
imagine,6,True,0.00044
animals,6,True,0.00044
_doubt_,1,True,7e-05
_self_,2,True,0.00015
bare,2,True,0.00015
positively,1,True,7e-05
represents,2,True,0.00015
representing,1,True,7e-05
adduced,1,True,7e-05
_probably_,3,True,0.00022
occur,7,True,0.00051
wise,1,True,7e-05
assert,7,True,0.00051
sum,3,True,0.00022
introspection,2,True,0.00015
desires,5,True,0.00036
probable,20,True,0.00145
_universals_,1,True,7e-05
_whiteness_,3,True,0.00022
_diversity_,1,True,7e-05
_brotherhood_,1,True,7e-05
sentence,8,True,0.00058
stands,6,True,0.00044
universal,30,True,0.00218
verbs,7,True,0.00051
ix,2,True,0.00015
existent,1,True,7e-05
_conceiving_,1,True,7e-05
_concept_,1,True,7e-05
phrase,9,True,0.00065
singular,2,True,0.00015
iron,5,True,0.00036
mask,5,True,0.00036
descriptions,9,True,0.00065
discussing,4,True,0.00029
sequel,1,True,7e-05
propositions,30,True,0.00218
candidate,7,True,0.00051
votes,3,True,0.00022
elected,1,True,7e-05
candidates,2,True,0.00015
descriptive,1,True,7e-05
unionist,4,True,0.00029
constituency,4,True,0.00029
proper,5,True,0.00036
names,3,True,0.00022
correctly,2,True,0.00015
expressed,2,True,0.00015
explicitly,1,True,7e-05
express,5,True,0.00036
vary,2,True,0.00015
constant,5,True,0.00036
illustrations,1,True,7e-05
bismarck,15,True,0.00109
oneself,1,True,7e-05
designate,1,True,7e-05
constituent,4,True,0.00029
standing,2,True,0.00015
bismarck's,1,True,7e-05
chance,1,True,7e-05
friend's,2,True,0.00015
accidental,1,True,7e-05
entity,6,True,0.00044
vague,4,True,0.00029
mass,2,True,0.00015
historical,2,True,0.00015
identify,2,True,0.00015
sake,4,True,0.00029
chancellor,4,True,0.00029
empire,5,True,0.00036
meanings,1,True,7e-05
recall,2,True,0.00015
travels,1,True,7e-05
germany,2,True,0.00015
reference,6,True,0.00044
mention,1,True,7e-05
dates,1,True,7e-05
_logically_,2,True,0.00015
lived,3,True,0.00022
involving,6,True,0.00044
judgements,23,True,0.00167
astute,4,True,0.00029
diplomatist,4,True,0.00029
assured,1,True,7e-05
read,6,True,0.00044
particulars,26,True,0.00189
concepts,2,True,0.00015
london,11,True,0.0008
england,1,True,7e-05
europe,1,True,7e-05
solar,2,True,0.00015
logic,30,True,0.00218
_intend_,1,True,7e-05
defeated,1,True,7e-05
_describe_,1,True,7e-05
affirm,2,True,0.00015
describing,1,True,7e-05
asserting,3,True,0.00022
communicate,1,True,7e-05
varying,1,True,7e-05
employ,2,True,0.00015
correct,4,True,0.00029
stages,1,True,7e-05
removal,1,True,7e-05
progressively,1,True,7e-05
removed,4,True,0.00029
deducible,2,True,0.00015
wore,1,True,7e-05
fourth,1,True,7e-05
definition,16,True,0.00116
region,2,True,0.00015
reducible,1,True,7e-05
fundamental,7,True,0.00051
_every,1,True,7e-05
constituents,9,True,0.00065
acquainted_,1,True,7e-05
objections,5,True,0.00036
urged,3,True,0.00022
meet,3,True,0.00022
conceivable,1,True,7e-05
entertain,3,True,0.00022
attach,2,True,0.00015
utter,2,True,0.00015
julius,4,True,0.00029
caesar,4,True,0.00029
assassinated,1,True,7e-05
ides,1,True,7e-05
march,1,True,7e-05
roman,1,True,7e-05
_julius,2,True,0.00015
caesar_,2,True,0.00015
chief,6,True,0.00044
limits,5,True,0.00036
narrow,6,True,0.00044
range,1,True,7e-05
vital,2,True,0.00015
understood,6,True,0.00044
mysterious,3,True,0.00022
discussions,2,True,0.00015
supplies,2,True,0.00015
inferences,5,True,0.00036
individual,6,True,0.00044
drawn,1,True,7e-05
earlier,4,True,0.00029
extend,1,True,7e-05
sphere,2,True,0.00015
exceedingly,1,True,7e-05
effected,1,True,7e-05
rise,10,True,0.00073
morrow,11,True,0.0008
outcome,1,True,7e-05
justified,4,True,0.00029
ascertain,2,True,0.00015
suffice,4,True,0.00029
actions,2,True,0.00015
based,14,True,0.00102
risen,2,True,0.00015
firm,2,True,0.00015
challenged,2,True,0.00015
heretofore,1,True,7e-05
freely,5,True,0.00036
rotating,1,True,7e-05
rotate,1,True,7e-05
interferes,1,True,7e-05
interfere,2,True,0.00015
operation,5,True,0.00036
raised,5,True,0.00036
sunrise,3,True,0.00022
operated,1,True,7e-05
fulfilment,1,True,7e-05
countless,1,True,7e-05
_any_,1,True,7e-05
law,53,True,0.00385
fulfilled,5,True,0.00036
expecting,4,True,0.00029
bread,2,True,0.00015
eat,2,True,0.00015
poison,2,True,0.00015
expectations,12,True,0.00087
control,2,True,0.00015
lives,2,True,0.00015
observed,6,True,0.00044
_probable_,2,True,0.00015
seek,6,True,0.00044
proof,10,True,0.00073
_likely_,1,True,7e-05
dealing,7,True,0.00051
hopeless,1,True,7e-05
confusions,1,True,7e-05
frequent,2,True,0.00015
repetition,1,True,7e-05
uniform,2,True,0.00015
succession,2,True,0.00015
coexistence,3,True,0.00022
_cause_,2,True,0.00015
occasion,2,True,0.00015
severe,1,True,7e-05
shock,1,True,7e-05
unusual,1,True,7e-05
tactile,1,True,7e-05
expect,6,True,0.00044
horrors,1,True,7e-05
stories,1,True,7e-05
fails,3,True,0.00022
uneducated,1,True,7e-05
surprised,1,True,7e-05
incredulous,1,True,7e-05
native,1,True,7e-05
horse,2,True,0.00015
driven,5,True,0.00036
drive,1,True,7e-05
domestic,2,True,0.00015
feeds,1,True,7e-05
crude,4,True,0.00029
uniformity,4,True,0.00029
liable,5,True,0.00036
fed,1,True,7e-05
chicken,4,True,0.00029
wrings,1,True,7e-05
neck,3,True,0.00022
refined,1,True,7e-05
misleadingness,1,True,7e-05
happened,6,True,0.00044
instincts,1,True,7e-05
unexpectedly,1,True,7e-05
wrung,2,True,0.00015
uniformities,3,True,0.00022
weight,1,True,7e-05
discuss,1,True,7e-05
exceptions,9,True,0.00065
disappoint,1,True,7e-05
habitually,1,True,7e-05
assumes,3,True,0.00022
rules,3,True,0.00022
replaced,1,True,7e-05
unsupported,1,True,7e-05
fall,4,True,0.00029
rule,4,True,0.00029
balloons,2,True,0.00015
aeroplanes,2,True,0.00015
gravitation,6,True,0.00044
falsified,1,True,7e-05
destroyed,1,True,7e-05
infringed,1,True,7e-05
event,3,True,0.00022
extends,1,True,7e-05
remarkably,1,True,7e-05
successful,3,True,0.00022
conceded,2,True,0.00015
brings,2,True,0.00015
argued,2,True,0.00015
resemble,6,True,0.00044
futures,6,True,0.00044
begs,1,True,7e-05
answered,2,True,0.00015
starts,1,True,7e-05
enable,5,True,0.00036
geology,1,True,7e-05
theories,3,True,0.00022
origin,1,True,7e-05
occurring,2,True,0.00015
practically,3,True,0.00022
_prove_,1,True,7e-05
demonstratively,1,True,7e-05
examine,8,True,0.00058
oftener,1,True,7e-05
_almost_,1,True,7e-05
repetitions,2,True,0.00015
failure,4,True,0.00029
advocating,1,True,7e-05
reign,3,True,0.00022
observation,3,True,0.00022
fit,3,True,0.00022
practice,1,True,7e-05
unexamined,2,True,0.00015
examining,3,True,0.00022
_principle,1,True,7e-05
induction_,1,True,7e-05
dissociated,1,True,7e-05
sufficient,5,True,0.00036
approach,5,True,0.00036
limit,3,True,0.00022
verification,1,True,7e-05
single,17,True,0.00123
_always_,2,True,0.00015
increased,3,True,0.00022
repeat,1,True,7e-05
_might_,1,True,7e-05
gravely,1,True,7e-05
swans,4,True,0.00029
disproved,3,True,0.00022
black,2,True,0.00015
render,2,True,0.00015
variable,1,True,7e-05
species,1,True,7e-05
peculiarly,1,True,7e-05
proving,2,True,0.00015
estimated,1,True,7e-05
fail,2,True,0.00015
fulfil,2,True,0.00015
class,5,True,0.00036
inductive,19,True,0.00138
_disproved_,1,True,7e-05
equally,10,True,0.00073
_proved_,1,True,7e-05
conceivably,1,True,7e-05
confirm,2,True,0.00015
examined,5,True,0.00036
unexperienced,1,True,7e-05
begging,1,True,7e-05
accept,3,True,0.00022
forgo,1,True,7e-05
unsound,1,True,7e-05
nourishing,2,True,0.00015
stone,1,True,7e-05
throw,1,True,7e-05
roof,1,True,7e-05
friend,1,True,7e-05
approaching,1,True,7e-05
inhabited,1,True,7e-05
worst,1,True,7e-05
enemy,2,True,0.00015
total,2,True,0.00015
stranger,1,True,7e-05
conduct,1,True,7e-05
associations,2,True,0.00015
mankind,2,True,0.00015
innumerable,4,True,0.00029
instances,22,True,0.0016
confute,1,True,7e-05
concrete,3,True,0.00022
applications,3,True,0.00022
firmly,4,True,0.00029
rooted,1,True,7e-05
debated,1,True,7e-05
scope,8,True,0.00058
degree,20,True,0.00145
vii,2,True,0.00015
stand,7,True,0.00051
drawing,2,True,0.00015
apt,5,True,0.00036
overlooked,2,True,0.00015
obviousness,2,True,0.00015
assumption,2,True,0.00015
assented,1,True,7e-05
application,1,True,7e-05
particularity,2,True,0.00015
generality,1,True,7e-05
affirmed,2,True,0.00015
teaching,2,True,0.00015
arithmetic,11,True,0.0008
learnt,1,True,7e-05
pair,3,True,0.00022
couples,7,True,0.00051
month,1,True,7e-05
_if_,4,True,0.00029
15th,3,True,0.00022
16th,2,True,0.00015
dined,1,True,7e-05
jones,7,True,0.00051
diary,1,True,7e-05
premisses,15,True,0.00109
implies,3,True,0.00022
demonstrations,2,True,0.00015
appealing,2,True,0.00015
trivial,4,True,0.00029
indubitable,5,True,0.00036
singled,2,True,0.00015
tradition,2,True,0.00015
_the,4,True,0.00029
identity_,1,True,7e-05
contradiction_,1,True,7e-05
3,13,True,0.00094
excluded,2,True,0.00015
middle_,1,True,7e-05
samples,1,True,7e-05
premiss,6,True,0.00044
behave,1,True,7e-05
_truly_,2,True,0.00015
_certainly_,1,True,7e-05
historic,1,True,7e-05
controversies,2,True,0.00015
controversy,2,True,0.00015
schools,2,True,0.00015
empiricists,8,True,0.00058
rationalists,9,True,0.00065
british,1,True,7e-05
locke,1,True,7e-05
hume,7,True,0.00051
maintained,7,True,0.00051
continental,1,True,7e-05
seventeenth,1,True,7e-05
century,1,True,7e-05
innate,4,True,0.00029
decide,3,True,0.00022
opposing,2,True,0.00015
presupposes,3,True,0.00022
connexions,3,True,0.00022
exemplify,1,True,7e-05
babies,1,True,7e-05
deduced,18,True,0.00131
_a,56,True,0.00406
priori_,56,True,0.00406
objectionable,1,True,7e-05
writers,1,True,7e-05
admitting,1,True,7e-05
directs,1,True,7e-05
_exist_,3,True,0.00022
reading,4,True,0.00029
consideration,7,True,0.00051
deduce,5,True,0.00036
exemplified,3,True,0.00022
repeatedly,1,True,7e-05
_empirical_,1,True,7e-05
partly,6,True,0.00044
asserts,7,True,0.00051
empirical,15,True,0.00109
ethical,4,True,0.00029
virtuous,1,True,7e-05
require,6,True,0.00044
desirability,1,True,7e-05
secures,1,True,7e-05
happiness,1,True,7e-05
desirable,1,True,7e-05
misery,1,True,7e-05
ignorance,1,True,7e-05
goodwill,1,True,7e-05
hatred,1,True,7e-05
bad,3,True,0.00022
ethics,2,True,0.00015
deducing,1,True,7e-05
established,2,True,0.00015
pure,11,True,0.0008
mathematics,7,True,0.00051
strenuously,2,True,0.00015
geography,1,True,7e-05
repeated,2,True,0.00015
proceed,7,True,0.00051
persuading,1,True,7e-05
abstractly,1,True,7e-05
coins,1,True,7e-05
divest,1,True,7e-05
_typical_,1,True,7e-05
examination,4,True,0.00029
unnecessary,3,True,0.00022
whitehead,1,True,7e-05
_introduction,1,True,7e-05
mathematics_,1,True,7e-05
university,1,True,7e-05
library,2,True,0.00015
_all_,5,True,0.00036
triangles,5,True,0.00036
share,5,True,0.00036
growing,1,True,7e-05
attested,1,True,7e-05
generalizations,6,True,0.00044
conform,3,True,0.00022
clearer,2,True,0.00015
genuinely,1,True,7e-05
generalization,5,True,0.00036
mortal,19,True,0.00138
living,4,True,0.00029
age,4,True,0.00029
physiological,1,True,7e-05
organism,2,True,0.00015
wear,1,True,7e-05
neglecting,1,True,7e-05
men's,1,True,7e-05
mortality,1,True,7e-05
content,2,True,0.00015
dying,3,True,0.00022
carefully,2,True,0.00015
persuade,2,True,0.00015
forced,4,True,0.00029
worlds,4,True,0.00029
swift,1,True,7e-05
invites,1,True,7e-05
race,2,True,0.00015
struldbugs,1,True,7e-05
die,1,True,7e-05
acquiesce,1,True,7e-05
level,1,True,7e-05
upset,1,True,7e-05
fabric,1,True,7e-05
reduce,1,True,7e-05
mathematical,4,True,0.00029
inferring,1,True,7e-05
utility,3,True,0.00022
_deduction_,1,True,7e-05
_induction_,1,True,7e-05
debate,1,True,7e-05
deduction,5,True,0.00036
_new_,1,True,7e-05
robinson,6,True,0.00044
smith,6,True,0.00044
contained,2,True,0.00015
newness,1,True,7e-05
stock,2,True,0.00015
socrates,14,True,0.00102
foolish,1,True,7e-05
roundabout,1,True,7e-05
illustrates,2,True,0.00015
mode,1,True,7e-05
preferable,1,True,7e-05
warrants,1,True,7e-05
uncertain,1,True,7e-05
occupy,5,True,0.00036
infinite,9,True,0.00065
kant,19,True,0.00138
1724,1,True,7e-05
1804,1,True,7e-05
historically,1,True,7e-05
viii,1,True,7e-05
immanuel,1,True,7e-05
war,2,True,0.00015
revolution,1,True,7e-05
interrupted,1,True,7e-05
königsberg,1,True,7e-05
east,1,True,7e-05
prussia,1,True,7e-05
distinctive,2,True,0.00015
contribution,1,True,7e-05
inquired,1,True,7e-05
inquiry,4,True,0.00029
metaphysical,4,True,0.00029
deserves,1,True,7e-05
credit,2,True,0.00015
analytic,6,True,0.00044
contradictory,5,True,0.00036
illustrated,1,True,7e-05
examples,2,True,0.00015
bald,3,True,0.00022
plane,1,True,7e-05
figure,2,True,0.00015
poet,2,True,0.00015
asserted,2,True,0.00015
enunciated,1,True,7e-05
orator,1,True,7e-05
preparing,1,True,7e-05
piece,10,True,0.00073
sophistry,1,True,7e-05
predicate,3,True,0.00022
analysing,2,True,0.00015
contradiction,19,True,0.00138
attempted,2,True,0.00015
baldness,1,True,7e-05
contradict,1,True,7e-05
sufficed,1,True,7e-05
1711,1,True,7e-05
76,1,True,7e-05
notably,2,True,0.00015
synthetic,3,True,0.00022
educated,1,True,7e-05
rationalist,1,True,7e-05
perturbed,1,True,7e-05
hume's,1,True,7e-05
scepticism,4,True,0.00029
endeavoured,2,True,0.00015
7,5,True,0.00036
12,3,True,0.00022
adding,1,True,7e-05
solution,3,True,0.00022
sceptical,1,True,7e-05
inadequate,2,True,0.00015
gain,1,True,7e-05
enumeration,1,True,7e-05
inhabitants,1,True,7e-05
anticipating,1,True,7e-05
kant's,6,True,0.00044
merest,1,True,7e-05
outline,2,True,0.00015
exponents,1,True,7e-05
elements,1,True,7e-05
distinguished,4,True,0.00029
interaction,2,True,0.00015
agreement,19,True,0.00138
apportions,1,True,7e-05
shares,2,True,0.00015
considers,2,True,0.00015
comparison,3,True,0.00022
causality,2,True,0.00015
phenomenon,2,True,0.00015
joint,1,True,7e-05
reconcile,1,True,7e-05
contentions,1,True,7e-05
_definition_,2,True,0.00015
inconsistency,1,True,7e-05
categories,1,True,7e-05
minor,1,True,7e-05
criticized,1,True,7e-05
fatal,1,True,7e-05
contributed,1,True,7e-05
occurred,2,True,0.00015
destroys,1,True,7e-05
universality,2,True,0.00015
anxious,2,True,0.00015
vindicate,1,True,7e-05
arithmetical,3,True,0.00022
formally,1,True,7e-05
inconsistent,2,True,0.00015
kantian,1,True,7e-05
imposed,2,True,0.00015
assertion,6,True,0.00044
failing,1,True,7e-05
special,7,True,0.00051
doctrines,2,True,0.00015
named,4,True,0.00029
erroneous,11,True,0.0008
intended,1,True,7e-05
beech,10,True,0.00073
_thought_,3,True,0.00022
outward,1,True,7e-05
_this_,1,True,7e-05
subsequent,1,True,7e-05
_think_,4,True,0.00029
_be_,1,True,7e-05
save,1,True,7e-05
emphatically,1,True,7e-05
constitution,2,True,0.00015
entities,8,True,0.00058
properly,2,True,0.00015
speech,1,True,7e-05
substantives,5,True,0.00036
qualities,6,True,0.00044
denotes,4,True,0.00029
produces,3,True,0.00022
judges,5,True,0.00036
earwig,3,True,0.00022
develop,2,True,0.00015
plato,8,True,0.00058
plato's,3,True,0.00022
solve,1,True,7e-05
attempts,4,True,0.00029
modifications,1,True,7e-05
arose,1,True,7e-05
_justice_,2,True,0.00015
justice,4,True,0.00029
partake,2,True,0.00015
essence,7,True,0.00051
admixture,1,True,7e-05
multiplicity,1,True,7e-05
whiteness,16,True,0.00116
participate,2,True,0.00015
fleeting,2,True,0.00015
changeable,1,True,7e-05
eternally,1,True,7e-05
immutable,1,True,7e-05
indestructible,1,True,7e-05
supra,1,True,7e-05
unchangeable,2,True,0.00015
pale,2,True,0.00015
belong,3,True,0.00022
succeed,3,True,0.00022
mysticism,1,True,7e-05
mystic,1,True,7e-05
illumination,1,True,7e-05
heaven,1,True,7e-05
mystical,1,True,7e-05
developments,1,True,7e-05
acquired,2,True,0.00015
applied,1,True,7e-05
_particular_,1,True,7e-05
_universal_,1,True,7e-05
shared,2,True,0.00015
broadly,4,True,0.00029
adjectives,5,True,0.00036
prepositions,6,True,0.00044
pronouns,2,True,0.00015
context,2,True,0.00015
nearest,1,True,7e-05
dictionary,1,True,7e-05
realizes,2,True,0.00015
dwell,3,True,0.00022
charles,5,True,0.00036
i's,2,True,0.00015
cut,2,True,0.00015
cutting,1,True,7e-05
insubstantial,1,True,7e-05
demand,4,True,0.00029
avoiding,1,True,7e-05
forces,1,True,7e-05
recognized,2,True,0.00015
omission,1,True,7e-05
spinoza,3,True,0.00022
nouns,1,True,7e-05
neglect,2,True,0.00015
attributing,1,True,7e-05
expressing,2,True,0.00015
interact,1,True,7e-05
bradley,1,True,7e-05
_monism_,1,True,7e-05
nowadays,1,True,7e-05
_monadism_,1,True,7e-05
_monad_,1,True,7e-05
philosophies,2,True,0.00015
undue,1,True,7e-05
_qualities_,2,True,0.00015
image,8,True,0.00058
processes,1,True,7e-05
beginner,1,True,7e-05
reasoning,10,True,0.00073
emerges,1,True,7e-05
_triangularity_,1,True,7e-05
choose,3,True,0.00022
patch,10,True,0.00073
resemblance,10,True,0.00073
chosen,1,True,7e-05
pairs,4,True,0.00029
resemblances,1,True,7e-05
invent,2,True,0.00015
unplausible,1,True,7e-05
admission,2,True,0.00015
triangularity,1,True,7e-05
failed,2,True,0.00015
refutation,2,True,0.00015
rejection,1,True,7e-05
adversaries,1,True,7e-05
deductions,3,True,0.00022
touched,2,True,0.00015
edinburgh,9,True,0.00065
north,11,True,0.0008
subsists,2,True,0.00015
coming,1,True,7e-05
south,1,True,7e-05
decided,3,True,0.00022
presupposed,1,True,7e-05
relates,6,True,0.00044
apprehends,1,True,7e-05
met,3,True,0.00022
nowhen,1,True,7e-05
peculiar,1,True,7e-05
ambiguity,3,True,0.00022
strict,4,True,0.00029
_object_,2,True,0.00015
guarded,1,True,7e-05
rob,1,True,7e-05
convenient,1,True,7e-05
_existing_,1,True,7e-05
excluding,1,True,7e-05
_subsist_,1,True,7e-05
_have,1,True,7e-05
being_,1,True,7e-05
timeless,1,True,7e-05
rigid,1,True,7e-05
exact,1,True,7e-05
delightful,1,True,7e-05
mathematician,3,True,0.00022
logician,1,True,7e-05
builder,1,True,7e-05
systems,2,True,0.00015
love,11,True,0.0008
perfection,1,True,7e-05
sharp,1,True,7e-05
boundaries,2,True,0.00015
plan,2,True,0.00015
harm,1,True,7e-05
temperaments,1,True,7e-05
prefer,4,True,0.00029
contemplation,13,True,0.00094
shadow,1,True,7e-05
claim,5,True,0.00036
impartial,1,True,7e-05
metaphysician,2,True,0.00015
solves,1,True,7e-05
divided,1,True,7e-05
sweet,1,True,7e-05
sour,1,True,7e-05
loud,1,True,7e-05
learning,3,True,0.00022
effort,4,True,0.00029
abstraction,4,True,0.00029
easiest,1,True,7e-05
complex,33,True,0.00239
glance,1,True,7e-05
successively,1,True,7e-05
chime,3,True,0.00022
bells,2,True,0.00015
bell,1,True,7e-05
retain,1,True,7e-05
sources,3,True,0.00022
abstracted,1,True,7e-05
green,6,True,0.00044
greens,1,True,7e-05
_resemblance_,1,True,7e-05
_similarity_,1,True,7e-05
returning,1,True,7e-05
unsolved,1,True,7e-05
satisfactory,2,True,0.00015
revert,1,True,7e-05
endeavour,3,True,0.00022
_all,1,True,7e-05
deals,3,True,0.00022
universals_,1,True,7e-05
solving,1,True,7e-05
untrue,3,True,0.00022
formed,3,True,0.00022
twos,2,True,0.00015
interpret,1,True,7e-05
infinitely,3,True,0.00022
numerous,1,True,7e-05
_implies_,1,True,7e-05
_as,1,True,7e-05
couples_,1,True,7e-05
couple,3,True,0.00022
reflecting,1,True,7e-05
anticipate,1,True,7e-05
_no_,1,True,7e-05
serve,1,True,7e-05
contrast,1,True,7e-05
genuine,2,True,0.00015
_understand_,1,True,7e-05
_man_,3,True,0.00022
_mortal_,2,True,0.00015
_meaning_,2,True,0.00015
_evidence_,1,True,7e-05
physiology,1,True,7e-05
govern,2,True,0.00015
_mortality_,1,True,7e-05
_men_,1,True,7e-05
subsumed,1,True,7e-05
wider,2,True,0.00015
extensive,1,True,7e-05
progress,1,True,7e-05
producing,1,True,7e-05
subsumptions,1,True,7e-05
_degree_,1,True,7e-05
_kind_,1,True,7e-05
arrived,1,True,7e-05
subsequently,1,True,7e-05
perpendiculars,3,True,0.00022
multiplied,3,True,0.00022
_product_,1,True,7e-05
integers,6,True,0.00044
100,3,True,0.00022
recorded,1,True,7e-05
multiplication,1,True,7e-05
finite,3,True,0.00022
products,1,True,7e-05
undeniable,1,True,7e-05
derivative,15,True,0.00109
_intuitive_,2,True,0.00015
_self,2,True,0.00015
evident_,2,True,0.00015
_derivative_,2,True,0.00015
intuitive,21,True,0.00152
_error_,3,True,0.00022
mark,2,True,0.00015
xi,2,True,0.00015
impression,1,True,7e-05
highly,4,True,0.00029
unreasonable,2,True,0.00015
forgotten,1,True,7e-05
consciously,2,True,0.00015
insistent,1,True,7e-05
discoverable,4,True,0.00029
starting,2,True,0.00015
luminously,1,True,7e-05
poisonous,1,True,7e-05
regress,1,True,7e-05
leads,2,True,0.00015
constructing,1,True,7e-05
demonstration,2,True,0.00015
rest,6,True,0.00044
disputable,1,True,7e-05
pursue,1,True,7e-05
rose,4,True,0.00029
pink,1,True,7e-05
practised,1,True,7e-05
abstractions,1,True,7e-05
grasp,1,True,7e-05
brightness,1,True,7e-05
surrounded,1,True,7e-05
coalesce,1,True,7e-05
_existence_,2,True,0.00015
_round_,1,True,7e-05
differs,2,True,0.00015
analyses,1,True,7e-05
recombines,1,True,7e-05
analogous,1,True,7e-05
danger,1,True,7e-05
accompanied,1,True,7e-05
noticing,1,True,7e-05
extent,7,True,0.00051
compare,1,True,7e-05
wide,3,True,0.00022
accurate,1,True,7e-05
throws,1,True,7e-05
trustworthiness,5,True,0.00036
trustworthy,2,True,0.00015
proportion,2,True,0.00015
vividness,2,True,0.00015
nearness,1,True,7e-05
struck,1,True,7e-05
minute,2,True,0.00015
reliable,1,True,7e-05
flash,1,True,7e-05
vivid,2,True,0.00015
ate,1,True,7e-05
breakfast,3,True,0.00022
indifferent,2,True,0.00015
conversation,1,True,7e-05
continual,2,True,0.00015
gradation,5,True,0.00036
degrees,8,True,0.00058
reaching,2,True,0.00015
perfect,3,True,0.00022
george,1,True,7e-05
waterloo,1,True,7e-05
gradations,1,True,7e-05
ranging,1,True,7e-05
faintness,1,True,7e-05
memories,2,True,0.00015
diminishing,2,True,0.00015
remoter,1,True,7e-05
fainter,1,True,7e-05
aesthetic,1,True,7e-05
conflict,1,True,7e-05
retained,1,True,7e-05
notions,1,True,7e-05
combined,2,True,0.00015
infallible,3,True,0.00022
guarantee,6,True,0.00044
presumption,1,True,7e-05
suggestion,1,True,7e-05
xii,1,True,7e-05
confine,1,True,7e-05
deceptive,1,True,7e-05
dualism,2,True,0.00015
incompatible,1,True,7e-05
opinions,3,True,0.00022
_mean_,2,True,0.00015
hoped,1,True,7e-05
produce,4,True,0.00029
observe,1,True,7e-05
discover,5,True,0.00036
requisites,3,True,0.00022
adequately,1,True,7e-05
condition,2,True,0.00015
constructed,1,True,7e-05
correlative,1,True,7e-05
falsehoods,2,True,0.00015
lies,1,True,7e-05
scaffold,1,True,7e-05
centuries,1,True,7e-05
bed,1,True,7e-05
arriving,1,True,7e-05
prevents,2,True,0.00015
internal,2,True,0.00015
irrefutable,1,True,7e-05
_coherence_,2,True,0.00015
cohere,1,True,7e-05
rounded,1,True,7e-05
_one_,1,True,7e-05
coherent,8,True,0.00058
novelist,1,True,7e-05
uncommon,1,True,7e-05
rival,1,True,7e-05
coherence,8,True,0.00058
incoherent,2,True,0.00015
subjected,2,True,0.00015
skeleton,1,True,7e-05
framework,1,True,7e-05
accepted,4,True,0.00029
_test_,1,True,7e-05
_correspondence,1,True,7e-05
fact_,1,True,7e-05
constituting,1,True,7e-05
define,2,True,0.00015
precisely,1,True,7e-05
subsist,4,True,0.00029
allowing,1,True,7e-05
othello,18,True,0.00131
desdemona,25,True,0.00181
loves,18,True,0.00131
cassio,28,True,0.00203
desdemona's,7,True,0.00051
york,1,True,7e-05
_jealousy_,1,True,7e-05
promote,1,True,7e-05
marriage,1,True,7e-05
indefinitely,1,True,7e-05
_judging_,1,True,7e-05
_believing_,1,True,7e-05
duly,1,True,7e-05
allowed,1,True,7e-05
objective,1,True,7e-05
refutable,1,True,7e-05
avoided,1,True,7e-05
easier,2,True,0.00015
severally,2,True,0.00015
loving,7,True,0.00051
_each_,1,True,7e-05
knits,1,True,7e-05
entertaining,1,True,7e-05
knitting,2,True,0.00015
_act_,1,True,7e-05
distinguishes,1,True,7e-05
definitions,1,True,7e-05
_subject_,1,True,7e-05
remaining,3,True,0.00022
_objects_,3,True,0.00022
_constituents_,1,True,7e-05
metaphorically,1,True,7e-05
inflected,1,True,7e-05
inflections,1,True,7e-05
nominative,1,True,7e-05
accusative,1,True,7e-05
othello's,2,True,0.00015
